cycle_time,duration_cam,duration_end,wait,fork_light_barrier,acc_sensor,motor_temp,Lego_check,width_Lego,length_Lego,horizontal_distance,vertical_distance,failure_mode
00:00:05,00:00:02,00:00:03,00:07:01,1,2.6506,26.5816,1,163.64,246.4,0.02151,0,Machine_Downtime_Long
00:00:05,00:00:04,00:00:01,00:00:02,1,2.6371,29.0714,1,163.71,246.18,-0.034141,-0.35969,Blocked_Lego
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6577,26.9011,0,0,0,0,0,Fallen_Lego
00:00:03,00:00:03,00:00:00,00:00:00,1,2.6629,27.9918,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:21:22,1,2.6384,24.5656,1,163.72,246.64,-0.030924,-0.023847,Unplanned_Maintenance
00:00:02,00:00:02,00:00:00,00:03:05,1,2.6371,26.791,1,163.52,246.46,0.022475,-0.026421,Waiting_Time
00:00:07,00:00:06,00:00:01,00:00:02,1,2.6394,26.5155,1,163.71,246.11,0.02344,-0.38671,Blocked_Lego
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6458,28.6418,0,0,0,0,0,Fallen_Lego
00:00:04,00:00:03,00:00:01,00:00:04,1,2.651,24.6537,1,164.22,246.98,0.014433,-0.37127,Reduced_Motorspeed
00:00:02,00:00:01,00:00:01,00:10:36,1,2.6487,28.2782,1,163.99,246.51,-0.034141,-0.35325,Unplanned_Maintenance
00:00:05,00:00:02,00:00:03,00:05:35,1,2.6445,27.6943,1,163.44,246.23,0.031483,0,Machine_Downtime_Long
00:00:08,00:00:07,00:00:01,00:00:03,1,2.6352,25.1495,1,163.25,246.63,-0.030924,-0.37802,Blocked_Lego
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6571,28.3333,0,0,0,0,0,Fallen_Lego
00:00:05,00:00:02,00:00:03,00:07:51,1,2.6301,27.7494,1,163.71,246.42,-0.037036,0,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:00:02,1,2.6378,23.486,1,163.72,246.29,0.017007,-0.042183,Normalfall
00:00:02,00:00:02,00:00:00,00:00:04,1,2.6387,28.818,1,164,246.57,-0.042183,-0.0187,Normalfall
00:00:02,00:00:01,00:00:01,00:00:02,1,2.6233,28.3884,1,163.01,246.32,-0.032533,-0.021917,Normalfall
00:00:02,00:00:02,00:00:00,00:26:47,1,2.6445,28.3223,1,163.49,246.91,0.027622,-0.34553,Unplanned_Maintenance
00:00:02,00:00:02,00:00:00,00:23:09,1,2.6516,29.1706,0,0,0,0,-0.25224,Machine_Downtime_Long
00:00:04,00:00:03,00:00:01,00:00:03,1,2.6458,25.9096,1,163.8,246.89,-0.03575,-0.022239,Reduced_Motorspeed
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6494,28.0689,1,163.2,246.49,-0.029316,-0.34843,Reduced_Motorspeed
00:00:04,00:00:04,00:00:00,00:00:03,1,2.6497,26.9452,1,163.9,246.13,-0.03961,-0.37963,Blocked_Lego
00:00:02,00:00:02,00:00:00,00:00:04,1,2.6535,28.0579,1,163.82,246.49,-0.078212,-0.34199,Normalfall
00:00:02,00:00:01,00:00:01,00:24:24,1,2.6394,28.796,1,163.33,246.6,0.022797,-0.35937,Unplanned_Maintenance
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6577,23.3758,1,164.04,246.59,0.014112,-0.38381,Normalfall
00:00:02,00:00:02,00:00:00,00:03:11,1,2.6313,27.496,1,163.72,246.49,-0.038967,-0.027708,Waiting_Time
00:00:01,00:00:01,00:00:00,00:04:27,1,2.6516,27.9587,1,163.29,246.58,-0.03768,-0.018379,Waiting_Time
00:00:04,00:00:01,00:00:03,00:03:39,1,2.6548,27.4409,1,163.46,246.53,0.027622,0,Machine_Downtime_Short
00:00:03,00:00:03,00:00:00,00:00:03,1,2.6442,28.7299,1,164.21,246.51,-0.025777,-0.34296,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:03:03,1,2.6375,28.8511,1,163.6,246.52,-0.024169,-0.35422,Waiting_Time
00:00:05,00:00:01,00:00:04,00:27:13,1,2.6342,27.9587,1,163.55,246.61,-0.031246,0,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:18:50,1,2.6342,26.3172,0,0,0,0,-0.27283,Machine_Downtime_Long
00:00:03,00:00:02,00:00:01,00:00:04,1,2.6416,27.6062,1,163.57,246.44,0.022154,-0.38027,Reduced_Motorspeed
00:00:05,00:00:04,00:00:01,00:00:03,1,2.6436,26.0088,1,164.08,246.55,0.019259,-0.030603,Blocked_Lego
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6471,25.2707,0,0,0,0,0,Fallen_Lego
00:00:09,00:00:08,00:00:01,00:00:02,1,2.6526,28.9833,1,163.8,246.69,0.026657,-0.35293,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:24:53,1,2.6516,28.168,1,163.77,246.85,-0.030924,-0.36226,Unplanned_Maintenance
00:00:05,00:00:05,00:00:00,00:00:03,1,2.6445,28.1019,1,163.27,246.7,-0.03382,-0.35132,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:00:34,1,2.6436,27.5401,1,163.51,246.49,0.022154,-0.026742,Waiting_Time
00:00:02,00:00:01,00:00:01,00:08:21,1,2.6278,27.3748,1,163.22,246.38,0.022797,-0.028351,Unplanned_Maintenance
00:00:03,00:00:03,00:00:00,00:00:00,1,2.651,28.7299,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:00:04,1,2.6368,28.6197,1,163.49,246.39,0.026336,-0.35679,Normalfall
00:00:05,00:00:05,00:00:00,00:00:02,1,2.6455,25.8105,1,164.02,246.41,-0.028029,-0.3703,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6503,27.7825,1,163.89,246.76,-0.034141,-0.023526,Normalfall
00:00:02,00:00:01,00:00:01,00:26:24,1,2.6597,24.2902,1,163.46,246.44,0.024084,-0.035106,Unplanned_Maintenance
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6555,25.3147,0,0,0,0,0,Fallen_Lego
00:00:04,00:00:03,00:00:01,00:00:03,1,2.6481,26.824,1,163.79,246.5,-0.041218,-0.37481,Reduced_Motorspeed
00:00:04,00:00:03,00:00:01,00:00:03,1,2.6394,26.5596,1,164.01,246.29,-0.046687,-0.3822,Reduced_Motorspeed
00:00:02,00:00:01,00:00:01,00:15:56,1,2.6471,28.796,1,163.45,246.57,-0.029638,-0.032533,Unplanned_Maintenance
00:00:03,00:00:03,00:00:00,00:00:03,1,2.6449,28.818,1,163.82,246.49,-0.029316,-0.022561,Blocked_Lego
00:00:03,00:00:02,00:00:01,00:00:04,1,2.6378,27.6503,1,163,246.11,-0.029316,-0.38285,Reduced_Motorspeed
00:00:05,00:00:05,00:00:00,00:00:03,1,2.6539,27.0333,1,163.77,246.69,0.013468,-0.030603,Blocked_Lego
00:00:02,00:00:02,00:00:00,00:00:03,1,2.6732,25.1605,1,163.83,246.84,-0.0055112,0.0092863,Normalfall
00:00:02,00:00:02,00:00:00,00:02:54,1,2.6371,26.2511,0,0,0,0,-0.3243,Machine_Downtime_Short
00:00:04,00:00:02,00:00:02,00:00:03,1,2.64,26.4715,1,164.08,246.61,0.024084,-0.37062,Reduced_Motorspeed
00:00:02,00:00:02,00:00:00,00:00:03,1,2.6455,28.5426,1,164.06,246.35,0.026336,-0.3822,Normalfall
00:00:04,00:00:04,00:00:00,00:00:03,1,2.6561,28.2341,1,163.46,246.25,-0.023526,-0.3584,Blocked_Lego
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6548,28.6528,0,0,0,0,0,Fallen_Lego
00:00:05,00:00:04,00:00:01,00:00:03,1,2.6484,27.1435,1,163.97,246.35,-0.040897,-0.36998,Blocked_Lego
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6397,27.9257,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:01:49,1,2.6584,26.6147,0,0,0,0,-0.3272,Machine_Downtime_Short
00:00:05,00:00:01,00:00:04,00:22:39,1,2.6416,27.5731,1,163.74,246.54,0.024727,0,Machine_Downtime_Long
00:00:07,00:00:07,00:00:00,00:00:03,1,2.6529,28.6307,1,164.32,246.59,-0.022882,-0.35132,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6259,26.6367,1,163.25,246.42,-0.036715,-0.3539,Normalfall
00:00:06,00:00:06,00:00:00,00:00:03,1,2.6349,28.3333,1,163.11,246.62,0.025692,-0.019665,Blocked_Lego
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6387,27.8375,1,163.77,246.3,-0.031889,-0.34746,Reduced_Motorspeed
00:00:04,00:00:03,00:00:01,00:00:02,1,2.633,25.9978,1,163.42,246.54,-0.036071,-0.38574,Blocked_Lego
00:00:03,00:00:03,00:00:00,00:00:03,1,2.6625,26.9232,1,163.76,246.23,0.02151,-0.37288,Blocked_Lego
00:00:05,00:00:01,00:00:04,00:23:27,1,2.6513,27.6833,1,163.74,246.7,-0.078212,0,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:03:50,1,2.6413,28.796,0,0,0,0,-0.259,Machine_Downtime_Short
00:00:02,00:00:02,00:00:00,00:00:03,1,2.6413,28.0138,1,163.93,246.35,-0.032533,-0.025134,Normalfall
00:00:04,00:00:04,00:00:00,00:00:00,1,2.642,27.0554,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:23:19,1,2.6455,27.9808,1,163.74,246.25,-0.03382,-0.37255,Unplanned_Maintenance
00:00:02,00:00:02,00:00:00,00:01:46,1,2.6577,27.1655,1,163.68,246.87,0.022797,-0.031889,Waiting_Time
00:00:04,00:00:01,00:00:03,00:25:40,1,2.6349,27.2757,1,163.37,246.63,0.025049,0,Machine_Downtime_Long
00:00:03,00:00:03,00:00:00,00:00:00,1,2.6564,28.3443,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:26:47,1,2.6622,28.8511,0,0,0,0,-0.26415,Machine_Downtime_Long
00:00:04,00:00:03,00:00:01,00:00:02,1,2.6516,28.5867,1,163.28,246.15,-0.031889,-0.029638,Blocked_Lego
00:00:02,00:00:02,00:00:00,00:02:20,1,2.6481,28.3884,1,163.68,246.4,0.024405,-0.030281,Waiting_Time
00:00:02,00:00:02,00:00:00,00:14:13,1,2.6471,26.4494,0,0,0,0,-0.30211,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:02:51,1,2.6474,27.3418,1,163.48,246.83,-0.033498,-0.41309,Waiting_Time
00:00:04,00:00:01,00:00:03,00:06:38,1,2.6423,27.496,1,163.44,246.36,-0.029638,0,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:00:03,1,2.6477,27.0554,1,163.78,246.59,0.019259,-0.024491,Normalfall
00:00:02,00:00:02,00:00:00,00:10:01,1,2.6432,24.7088,1,163.54,246.36,-0.039288,-0.031246,Unplanned_Maintenance
00:00:02,00:00:01,00:00:01,00:00:04,1,2.6532,28.2452,1,163.14,246.51,-0.031246,-0.36033,Reduced_Motorspeed
00:00:05,00:00:01,00:00:04,00:08:48,1,2.6384,27.8155,1,163.92,246.27,-0.030924,0,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:24:48,1,2.6481,28.7299,1,163.68,246.51,-0.030281,-0.020309,Unplanned_Maintenance
00:00:03,00:00:03,00:00:00,00:00:00,1,2.6539,25.5351,0,0,0,0,0,Fallen_Lego
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6436,27.6833,1,163.44,246.87,-0.032854,-0.019987,Reduced_Motorspeed
00:00:02,00:00:02,00:00:00,00:00:03,1,2.6291,25.0724,1,163.6,246.74,0.020224,-0.3465,Normalfall
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6523,28.5536,1,163.34,246.45,-0.036071,-0.019987,Normalfall
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6609,26.9893,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:04:31,1,2.6416,27.6392,1,163.61,246.73,0.028587,-0.33202,Waiting_Time
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6375,27.8486,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:05:44,1,2.6548,28.3002,1,164.1,246.41,-0.0187,-0.39282,Unplanned_Maintenance
00:00:05,00:00:02,00:00:03,00:03:42,1,2.6477,27.1765,1,163.64,246.37,-0.029959,0,Machine_Downtime_Short
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6545,28.3443,0,0,0,0,0,Fallen_Lego
00:00:03,00:00:02,00:00:01,00:00:02,1,2.6458,27.9808,1,163.88,246.2,-0.030281,-0.37674,Reduced_Motorspeed
00:00:04,00:00:01,00:00:03,00:29:45,1,2.6439,27.2426,1,163.58,246.24,0.027301,0,Machine_Downtime_Long
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6503,25.48,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6571,28.2782,1,163.6,246.51,-0.034463,-0.38156,Normalfall
00:00:04,00:00:03,00:00:01,00:00:03,1,2.6481,26.3613,1,163.8,246.03,-0.03382,-0.36837,Reduced_Motorspeed
00:00:05,00:00:02,00:00:03,00:07:35,1,2.6613,28.4985,1,163.26,246.43,0.026336,0,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:18:00,1,2.6452,29.1045,0,0,0,0,-0.27541,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:23:17,1,2.65,27.6613,1,163.47,246.82,-0.033176,-0.021596,Unplanned_Maintenance
00:00:01,00:00:01,00:00:00,00:00:03,1,2.6284,27.3087,1,163.53,246.42,-0.040897,-0.39186,Normalfall
00:00:02,00:00:01,00:00:01,00:03:26,1,2.6436,27.7714,1,163.59,246.67,-0.088828,-0.3777,Waiting_Time
00:00:02,00:00:01,00:00:01,00:01:29,1,2.6506,23.0453,1,163.51,246.48,-0.03768,-0.38896,Waiting_Time
00:00:04,00:00:01,00:00:03,00:16:37,1,2.6326,27.7935,1,163.43,246.66,0.021832,0,Machine_Downtime_Long
00:00:03,00:00:03,00:00:00,00:00:00,1,2.6561,28.157,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:02:47,1,2.6349,27.6613,1,163.44,246.73,-0.10234,-0.37223,Waiting_Time
00:00:05,00:00:04,00:00:01,00:00:03,1,2.6342,25.8105,1,163.82,246.48,-0.03575,-0.37159,Blocked_Lego
00:00:02,00:00:02,00:00:00,00:00:40,1,2.6494,25.0834,1,163.78,246.52,-0.031246,-0.034141,Waiting_Time
00:00:02,00:00:02,00:00:00,00:14:24,1,2.6442,26.3833,0,0,0,0,-0.28345,Machine_Downtime_Long
00:00:05,00:00:05,00:00:00,00:00:00,1,2.651,25.7885,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:28:59,1,2.6584,28.6748,1,163.9,246.3,-0.027064,-0.024169,Unplanned_Maintenance
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6645,25.7003,0,0,0,0,0,Fallen_Lego
00:00:01,00:00:01,00:00:00,00:01:33,1,2.6371,27.507,1,163.89,246.28,-0.036715,-0.024169,Waiting_Time
00:00:02,00:00:01,00:00:01,00:00:02,1,2.6429,26.7799,1,163.29,246.38,-0.028351,-0.36773,Normalfall
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6375,26.5927,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:00:29,1,2.6326,27.9697,1,163.21,246.24,-0.033498,-0.34457,Waiting_Time
00:00:02,00:00:02,00:00:00,00:03:21,1,2.6465,27.0774,1,164,246.39,-0.029316,-0.40794,Waiting_Time
00:00:02,00:00:01,00:00:01,00:11:02,1,2.6387,28.135,1,163.68,246.52,-0.034785,-0.39121,Unplanned_Maintenance
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6336,25.6122,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:01:25,1,2.6532,26.0308,0,0,0,0,-0.2738,Machine_Downtime_Short
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6442,27.4189,1,163.21,246.36,-0.029316,-0.37674,Reduced_Motorspeed
00:00:02,00:00:02,00:00:00,00:19:54,1,2.6429,28.3884,0,0,0,0,-0.27508,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:00:47,1,2.6474,26.4384,1,163.94,246.31,-0.030924,-0.023204,Waiting_Time
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6323,28.0028,0,0,0,0,0,Fallen_Lego
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6503,26.0969,1,163.95,246.63,-0.1107,-0.38446,Reduced_Motorspeed
00:00:04,00:00:03,00:00:01,00:00:03,1,2.6426,26.9342,1,163.66,246.42,-0.032211,-0.35583,Reduced_Motorspeed
00:00:05,00:00:01,00:00:04,00:02:54,1,2.6449,27.4079,1,163.66,246.67,-0.025456,0,Machine_Downtime_Short
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6378,27.463,1,163.89,246.42,-0.038967,-0.026421,Reduced_Motorspeed
00:00:02,00:00:02,00:00:00,00:20:32,1,2.6394,23.9046,0,0,0,0,-0.2976,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:24:12,1,2.6452,28.4214,1,163.37,246.51,-0.027386,-0.018379,Unplanned_Maintenance
00:00:03,00:00:03,00:00:00,00:00:00,1,2.659,25.513,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:03:55,1,2.6362,27.452,1,163.23,246.19,-0.03382,-0.34425,Waiting_Time
00:00:04,00:00:03,00:00:01,00:00:03,1,2.6436,27.0223,1,163.87,246.57,-0.042183,-0.37867,Reduced_Motorspeed
00:00:02,00:00:01,00:00:01,00:01:27,1,2.6416,28.3223,1,164.1,246.68,-0.028029,-0.020309,Waiting_Time
00:00:02,00:00:01,00:00:01,00:16:49,1,2.6519,24.6537,1,163.75,246.58,-0.03961,-0.35454,Unplanned_Maintenance
00:00:02,00:00:01,00:00:01,00:11:43,1,2.6397,22.7038,1,164.09,246.64,0.013468,-0.39282,Unplanned_Maintenance
00:00:04,00:00:01,00:00:03,00:03:26,1,2.6658,27.0443,1,163.67,246.31,-0.03382,0,Machine_Downtime_Short
00:00:02,00:00:02,00:00:00,00:27:10,1,2.649,26.4825,1,163.53,246.24,-0.033176,-0.3703,Unplanned_Maintenance
00:00:07,00:00:06,00:00:01,00:00:03,1,2.6555,26.6918,1,163.38,246.56,-0.031246,-0.36033,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:08:18,1,2.642,27.3748,1,164.08,246.58,-0.03961,-0.3539,Unplanned_Maintenance
00:00:02,00:00:02,00:00:00,00:03:20,1,2.6503,23.8605,0,0,0,0,-0.31626,Machine_Downtime_Short
00:00:02,00:00:02,00:00:00,00:04:48,1,2.6603,28.8401,1,163.31,246.71,-0.030281,-0.044113,Waiting_Time
00:00:05,00:00:01,00:00:04,00:16:10,1,2.6545,27.9257,1,163.83,246.42,-0.069205,0,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6523,26.9121,1,163.77,246.42,-0.035428,-0.36612,Normalfall
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6571,27.0884,0,0,0,0,0,Fallen_Lego
00:00:03,00:00:03,00:00:00,00:00:00,1,2.6532,28.135,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:22:56,1,2.6455,28.4104,1,163.83,246.46,-0.031568,-0.38285,Unplanned_Maintenance
00:00:04,00:00:01,00:00:03,00:02:26,1,2.6516,27.5952,1,163.51,246.5,-0.029316,0,Machine_Downtime_Short
00:00:02,00:00:01,00:00:01,00:00:44,1,2.6529,28.2782,1,163.42,246.31,-0.030603,-0.3465,Waiting_Time
00:00:02,00:00:02,00:00:00,00:26:04,1,2.6297,28.6528,0,0,0,0,-0.27187,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:01:22,1,2.6564,23.9377,1,163.8,246.21,0.016363,-0.04154,Waiting_Time
00:00:04,00:00:01,00:00:03,00:03:08,1,2.6465,27.8926,1,164.1,246.4,-0.075639,0,Machine_Downtime_Short
00:00:03,00:00:02,00:00:01,00:00:04,1,2.6439,26.7469,1,163.26,246.37,0.02344,-0.032533,Reduced_Motorspeed
00:00:02,00:00:01,00:00:01,00:00:02,1,2.6471,27.5181,1,163.49,246.39,0.017328,-0.3629,Normalfall
00:00:02,00:00:01,00:00:01,00:04:09,1,2.6632,23.5961,1,163.93,246.87,-0.035106,-0.39379,Waiting_Time
00:00:02,00:00:01,00:00:01,00:00:38,1,2.6352,26.4054,1,163.34,246.01,0.024405,-0.36033,Waiting_Time
00:00:03,00:00:02,00:00:01,00:00:04,1,2.6449,27.1655,1,163.3,246.16,-0.03575,-0.36387,Reduced_Motorspeed
00:00:02,00:00:01,00:00:01,00:01:26,1,2.6474,28.5316,1,163.5,246.1,-0.03382,-0.35261,Waiting_Time
00:00:02,00:00:01,00:00:01,00:28:27,1,2.6735,24.9732,1,163.49,246.72,-0.019022,-0.035106,Unplanned_Maintenance
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6519,24.6537,1,163.75,246.58,-0.03961,-0.35454,Normalfall
00:00:04,00:00:01,00:00:03,00:08:17,1,2.6523,27.485,1,163.24,246.26,-0.03382,0,Machine_Downtime_Long
00:00:06,00:00:06,00:00:00,00:00:03,1,2.6407,26.9121,1,163.63,246.55,-0.034463,-0.028994,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:03:20,1,2.6551,23.5521,1,163.69,246.43,0.016042,-0.035106,Waiting_Time
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6436,28.157,0,0,0,0,0,Fallen_Lego
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6516,26.4715,1,163.53,246.19,0.024727,-0.36001,Reduced_Motorspeed
00:00:02,00:00:02,00:00:00,00:16:10,1,2.6455,23.5961,0,0,0,0,-0.2828,Machine_Downtime_Long
00:00:04,00:00:04,00:00:00,00:00:01,1,2.65,25.7774,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:04:52,1,2.6654,23.5741,1,164.16,246.67,-0.035428,-0.024812,Waiting_Time
00:00:02,00:00:02,00:00:00,00:25:04,1,2.6532,28.8401,0,0,0,0,-0.27058,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:25:49,1,2.6352,27.6833,1,163.4,246.46,-0.034141,-0.37802,Unplanned_Maintenance
00:00:02,00:00:02,00:00:00,00:13:56,1,2.6642,26.0088,0,0,0,0,-0.2828,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:26:55,1,2.6284,26.119,0,0,0,0,-0.28152,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:13:00,1,2.6561,23.0343,0,0,0,0,-0.34682,Machine_Downtime_Long
00:00:02,00:00:02,00:00:00,00:18:35,1,2.6551,28.2011,1,163.04,246.4,0.026979,-0.37706,Unplanned_Maintenance
00:00:03,00:00:03,00:00:00,00:00:00,1,2.6429,27.8375,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:02,00:00:00,00:06:38,1,2.6513,28.3774,1,163.89,246.67,-0.029316,-0.020952,Unplanned_Maintenance
00:00:03,00:00:02,00:00:01,00:00:04,1,2.6555,28.3553,1,163.39,246.22,-0.027708,-0.36869,Reduced_Motorspeed
00:00:07,00:00:07,00:00:00,00:00:03,1,2.6497,26.3283,1,163.27,246.26,0.025049,-0.35518,Blocked_Lego
00:00:05,00:00:02,00:00:03,00:18:25,1,2.6413,27.496,1,164.04,246.53,-0.063093,0,Machine_Downtime_Long
00:00:02,00:00:01,00:00:01,00:00:02,1,2.6548,27.0113,1,163.9,246.56,-0.036715,-0.38124,Normalfall
00:00:02,00:00:02,00:00:00,00:04:02,1,2.6577,26.2511,0,0,0,0,-0.3391,Machine_Downtime_Short
00:00:02,00:00:01,00:00:01,00:00:42,1,2.6458,26.9562,1,163.41,246.46,-0.036393,-0.36644,Waiting_Time
00:00:03,00:00:03,00:00:00,00:00:00,1,2.6477,28.7299,0,0,0,0,0,Fallen_Lego
00:00:04,00:00:01,00:00:03,00:11:21,1,2.6442,27.6282,1,163.11,246.28,-0.029959,0,Machine_Downtime_Long
00:00:04,00:00:01,00:00:03,00:26:51,1,2.6449,27.5952,1,163.42,246.59,-0.019987,0,Machine_Downtime_Long
00:00:04,00:00:04,00:00:00,00:00:03,1,2.6175,25.6012,1,164.16,247.21,-0.036071,-0.34585,Blocked_Lego
00:00:02,00:00:01,00:00:01,00:01:11,1,2.6339,26.6367,1,163.83,246.46,-0.033176,-0.37062,Waiting_Time
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6391,25.8325,0,0,0,0,0,Fallen_Lego
00:00:02,00:00:01,00:00:01,00:17:24,1,2.6564,26.791,1,163.31,246.7,0.022475,-0.34585,Unplanned_Maintenance
00:00:04,00:00:03,00:00:01,00:00:02,1,2.6561,27.6282,1,163.75,246.48,-0.026742,-0.36869,Blocked_Lego
00:00:05,00:00:02,00:00:03,00:04:30,1,2.6368,27.7164,1,163.55,246.47,-0.035106,0,Machine_Downtime_Short
00:00:02,00:00:02,00:00:00,00:00:03,1,2.6461,23.53,1,163.67,246.22,0.019902,-0.35711,Normalfall
00:00:05,00:00:02,00:00:03,00:00:31,1,2.6506,28.2672,1,164.07,246.17,0.026657,0,Machine_Downtime_Short
00:00:01,00:00:01,00:00:00,00:15:11,1,2.6551,24.0038,1,163.34,246.48,-0.03382,-0.36902,Unplanned_Maintenance
00:00:01,00:00:01,00:00:00,00:00:47,1,2.6506,25.8546,0,0,0,0,-0.28152,Machine_Downtime_Short
00:00:05,00:00:01,00:00:04,00:04:03,1,2.6449,26.9452,1,163.45,246.84,-0.028351,0,Machine_Downtime_Short
00:00:03,00:00:02,00:00:01,00:00:04,1,2.6506,26.2732,1,163.61,246.32,-0.1033,-0.35872,Reduced_Motorspeed
00:00:02,00:00:01,00:00:01,00:01:33,1,2.6426,27.9477,1,163,246.46,-0.03382,-0.018057,Waiting_Time
00:00:02,00:00:01,00:00:01,00:01:27,1,2.6442,28.7519,1,164.06,246.47,-0.021274,-0.37288,Waiting_Time
00:00:02,00:00:01,00:00:01,00:00:03,1,2.6535,24.3343,1,163.66,246.77,0.016685,-0.37641,Normalfall
00:00:04,00:00:03,00:00:01,00:00:02,1,2.6461,27.4409,1,164.17,246.32,0.021832,-0.35068,Blocked_Lego
00:00:01,00:00:01,00:00:00,00:16:51,1,2.6542,27.3528,1,163.2,246.5,-0.039288,-0.026099,Unplanned_Maintenance
00:00:02,00:00:02,00:00:00,00:18:13,1,2.6593,28.0579,1,163.62,246.34,-0.029316,-0.023847,Unplanned_Maintenance
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6638,25.513,0,0,0,0,0,Fallen_Lego
00:00:03,00:00:02,00:00:01,00:00:03,1,2.6407,28.0689,1,163.23,246.33,-0.034141,-0.36355,Reduced_Motorspeed
00:00:02,00:00:01,00:00:01,00:08:43,1,2.6243,23.6843,1,164.13,246.61,-0.044757,-0.035106,Unplanned_Maintenance
00:00:05,00:00:02,00:00:03,00:19:47,1,2.6326,27.5511,1,163.6,246.1,-0.032533,0,Machine_Downtime_Long
00:00:04,00:00:03,00:00:01,00:00:02,1,2.6439,27.8375,1,163.72,246.86,-0.034463,-0.35293,Blocked_Lego
00:00:05,00:00:04,00:00:01,00:00:02,1,2.6661,28.2341,1,163.7,246.74,-0.03382,-0.37191,Blocked_Lego
00:00:04,00:00:04,00:00:00,00:00:00,1,2.6481,28.2892,0,0,0,0,0,Fallen_Lego
